date,published_at,composite_score,catalyst_type,api_relevance,relevance_norm,keyword_score,source_score,recency_score,title,description,snippet,categories,query_bucket,keywords_matched,source,url
2026-01-25,2026-01-25T08:59:05.000000Z,19.22,Macro,32.177498,1.61,5,0,1,Tense Fed is set to lead global peers with interest-rate hold,"Global central banks, including the Federal Reserve, are expected to hold interest rates steady amid heightened global uncertainty and political pressure. Despi...","Bloomberg

Live Events

US and Canada

Bank of Canada Policy to Remain Accommodative in 2026

Asia

Bloomberg

Bloomberg

Europe, Middle East, Africa

Bloomberg...","general, business",macro,"interest rate, tariff, rate cut, fed, central bank",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/tense-fed-is-set-to-lead-global-peers-with-interest-rate-hold/articleshow/127463928.cms
2026-01-25,2026-01-25T22:35:19.000000Z,17.0,Earnings,30.001572,1.5,4,2,0,Brown & Brown Q4 Earnings Preview (BRO:NYSE),"Brown & Brown (BRO) Q4 earnings preview: EPS $0.90, revenue $1.65B, plus beat-rate history.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"beat, revenue, eps, earnings",seekingalpha.com,https://seekingalpha.com/news/4542152-brown-brown-q4-earnings-preview
2026-01-25,2026-01-25T22:35:32.000000Z,16.92,Earnings,29.252392,1.46,4,2,0,Nucor Q4 2025 Earnings Preview (NUE:NYSE),"Nucor (NUE) Q4 earnings preview: consensus EPS $1.81 on $7.91B revenue, estimate revisions and beat rates.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"beat, revenue, eps, earnings",seekingalpha.com,https://seekingalpha.com/news/4542139-nucor-q4-2025-earnings-preview
2026-01-25,2026-01-25T10:00:00.000000Z,12.74,Earnings,27.48656,1.37,3,0,1,"What to Expect in Markets This Week: Fed Interest Rate Decision, Earnings From Microsoft, Meta, Tesla, Apple","Coming up: A Federal Reserve interest rate decision, earnings from Microsoft, Meta, Tesla, Apple, and other key firms, U.S. trade deficit data, and more.","A highly anticipated Fed meeting and the start of Magnificent 7 earnings highlight this week’s calendar.

The Federal Reserve isn’t expected to move on inte...","business, general",macro,"interest rate, earnings, fed",finance.yahoo.com,https://finance.yahoo.com/news/expect-markets-week-fed-interest-100000033.html
2026-01-25,2026-01-25T08:26:19.000000Z,11.6,Earnings,26.014996,1.3,3,0,0,Piccadily Agro Q3 Results: Profit Jumps 92% On Strong Distillery Growth,Revenue rose 52.5% year-on-year to Rs 313.8 crore as premium alco-bev brands boost profitability.,"Piccadily Agro Industries Ltd., a leading premium alco-bev manufacturer, saw its net profit nearly doubling in the October-December quarter. The surge was drive...","business, general",earnings,"profit, revenue, results",ndtv.com,https://www.ndtvprofit.com/business/piccadily-agro-q3-results-profit-jumps-92-on-strong-distillery-growth-10881907#publisher=newsstand
2026-01-25,2026-01-25T16:57:07.000000Z,7.96,Technology,19.645424,0.98,1,2,1,Human-Centric Intelligence: A New Paradigm For AI Decision Making,"Human-centric AI is the new frontier; it is not AI against human intelligence, but AI with human intelligence.","Man Machine Collaboration Working Together Concept getty

The rate at which artificial intelligence is developing is astounding. Unprecedented investments, infr...","tech, general, business",tech,sec,forbes.com,https://www.forbes.com/sites/chuckbrooks/2026/01/25/human-centric-intelligence-a-new-paradigm-for-ai-decision-making/
2026-01-25,2026-01-25T10:47:39.000000Z,7.8,Corporate Event,18.05394,0.9,1,2,1,"See the 50,000-square-foot Gilded Age mansion at the center of a billion-dollar bankruptcy",An opulent 1907 estate overlooking New Jersey's Ramapo Mountains is for sale in a $1B bankruptcy. Its history is as alluring the house itself.,"The 1907 Crocker-McMillin mansion — modeled on a Jacobean-Age English estate — in all its slate-shingled and carved-limestone glory.

The 1907 Crocker-McMil...","tech, business, science",corporate,bankruptcy,businessinsider.com,https://www.businessinsider.com/gilded-age-mansion-sale-new-jersey-crocker-mcmillin-photos-2026-1
2026-01-25,2026-01-25T19:56:37.000000Z,6.72,Corporate Event,7.222522,0.36,1,2,1,Merck is said to halt acquisition talks with cancer drug developer Revolution (MRK:NYSE),Merck ends Revolution Medicines acquisition talks over valuation.,"Merck (MRK) has ended discussions about a potential acquisition of biotech firm Revolution Medicines, The Wall Street Journal reported Sunday, citing people fam...","business, health, general",health_pharma,acquisition,seekingalpha.com,https://seekingalpha.com/news/4542292-merck-is-said-to-halt-acquisition-talks-with-cancer-drug-developer-revolution
2026-01-25,2026-01-25T02:23:13.000000Z,5.98,Macro,29.741741,1.49,1,0,0,"Fed Decision On Wednesday, Powell-Led Panel Set To Lead Global Peers With Interest-Rate Hold",Officials in Washington are widely expected to defy US President Donald Trumps calls for lower borrowing costs on Wednesday.,The Federal Reserve and three of the central banks that just backed its embattled chair are poised to keep interest rates unchanged at an edgy moment for global...,"business, general",macro,fed,ndtv.com,https://www.ndtvprofit.com/global-economy/fed-decision-on-wednesday-powell-led-panel-set-to-lead-global-peers-with-interest-rate-hold-10880816#publisher=newsstand
2026-01-25,2026-01-25T04:37:27.000000Z,5.46,Corporate Event,24.615158,1.23,1,0,0,US Bancorp (USB) Gained Strong Buy from Raymond James Following BTIG Acquisition Announcement,"US Bancorp (NYSE:USB) ranks among the best financial stocks to buy according to billionaire Israel Englander. On January 13, Raymond James reiterated its Strong...","US Bancorp (NYSE:USB) ranks among the best financial stocks to buy according to billionaire Israel Englander. On January 13, Raymond James reiterated its Strong...","business, general",corporate,acquisition,finance.yahoo.com,https://finance.yahoo.com/news/us-bancorp-usb-gained-strong-043727275.html
2026-01-25,2026-01-25T11:00:00.000000Z,5.32,Biotech/Pharma,13.127558,0.66,1,0,1,Preferred Treatment Sequencing for Metastatic Urothelial Carcinoma (mUC) in the Era of Perioperative and First-Line (1L) Checkpoint Inhibitor: Results From a National Survey of Genitourinary Oncologis,"Survey-based opinions can effectively capture treatment selection preferences for mUC and could inform future clinical trial design. Additional data, including ...",Background: Immune checkpoint inhibitors (ICI) are commonly used in urothelial carcinoma. We sought to understand provider preferences for subsequent treatment ...,health,health_pharma,results,ncbi.nlm.nih.gov,https://pubmed.ncbi.nlm.nih.gov/41582039/
2026-01-25,2026-01-25T20:47:10.000000Z,5.2,Technology,21.942642,1.1,1,0,0,A Class For Mom Part 2: Cybersecurity,This is a cybersecurity class for senior citizens.,,tech,tech,sec,github.com,https://hackernoon.com/a-class-for-mom-part-2-cybersecurity
2026-01-25,2026-01-25T01:31:53.000000Z,4.92,Corporate Event,19.25576,0.96,1,0,0,Understanding Talent Acquisition: What Does It Mean?,"Discover the meaning of talent acquisition and its importance in today's competitive job market. Learn what talent acquisition means, its processes, and how it ...",Talent acquisition is more than just filling positions; it’s a strategic process aimed at aligning skilled individuals with organizational goals. Unlike tradi...,business,corporate,acquisition,smallbiztrends.com,https://smallbiztrends.com/what-does-talent-acquisition-mean/
2026-01-25,2026-01-25T17:00:00.000000Z,3.94,Energy/Commodity,29.366756,1.47,0,0,1,Why 98% of gold investors don't actually own a gold bar—and why that’s a problem,"Aurelion has shifted to Tether Gold (XAUT), a blockchain-based token backed by physical gold, to address potential market vulnerabilities in the ""paper gold"" ma...","There is a buying frenzy in the gold market that has propelled the price of the precious metal by more than 80% over the last 12 months, making it one of the be...","general, business, sports, entertainment",energy_commodity,,yahoo.com,https://finance.yahoo.com/news/why-98-gold-investors-dont-170000301.html
2026-01-25,2026-01-25T15:47:18.000000Z,3.88,Technology,18.863789,0.94,0,0,2,New Affective Intelligence in Artificial Intelligence,"Affective Intelligence in Artificial Intelligence As we look at artificial intelligence in teaching and learning, we must look beyond facts, figures and formula...","As we look at artificial intelligence in teaching and learning, we must look beyond facts, figures and formulas to ensure that the skills of perceiving and mana...",tech,tech,,stephenslighthouse.com,https://stephenslighthouse.com/2026/01/25/affective-intelligence-in-artificial-intelligence/
2026-01-26,2026-01-26T16:43:08.000000Z,28.18,Earnings,41.83594,2.09,7,2,1,UnitedHealth's guidance in focus during quarterly results (UNH:NYSE),"UnitedHealth (UNH) earnings preview: guidance, EPS/revenue estimates and 2026–27 outlook after 2025 setbacks.","UnitedHealth Group’s (UNH) guidance will be in focus during its quarterly results on Tuesday, as investors look for clear signs of recovery from the managed c...",business,earnings,"revenue, quarterly, results, eps, guidance, outlook, earnings",seekingalpha.com,https://seekingalpha.com/news/4542572-unitedhealths-guidance-in-focus-during-quarterly-results
2026-01-26,2026-01-26T22:02:24.000000Z,20.06,Earnings,30.616638,1.53,5,2,0,"Brown & Brown GAAP EPS of $0.93 beats by $0.29, revenue of $1.6B misses by $50M (BRO:NYSE)","Brown & Brown (BRO) Q4 earnings recap: GAAP EPS beat, revenue missed.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"miss, beat, revenue, eps, earnings",seekingalpha.com,https://seekingalpha.com/news/4542686-brown-and-brown-gaap-eps-of-0_93-beats-by-0_29-revenue-of-1_6b-misses-by-50m
2026-01-26,2026-01-26T08:04:38.000000Z,20.06,Earnings,30.616638,1.53,5,2,0,"Ryanair Holdings GAAP EPS of $0.03 misses by $0.07, revenue of $3.21B beats by $30M (RYAAY:NASDAQ)","Ryanair Q3 earnings: EPS miss, revenue beat, traffic and fares rise.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...","business, general",earnings,"miss, beat, revenue, eps, earnings",seekingalpha.com,https://seekingalpha.com/news/4542308-ryanair-holdings-gaap-eps-of-003-misses-by-007-revenue-of-321b-beats-by-30m
2026-01-26,2026-01-26T08:45:00.000000Z,19.12,Earnings,31.182873,1.56,5,0,1,"The Stock Market This Week: President Trump's Tariffs, the Fed's Interest Rate Decision, and Big Tech Earnings","The stock market could be volatile as investors process Trump's latest tariff threat, the Federal Reserve's interest rate decision, and earnings results from fo...","Key Points

President Trump over the weekend threated an additional 100% tariff on Canadian imports.

Federal Reserve policymakers are expected to hold the benc...","business, general",macro,"interest rate, tariff, results, earnings, fed",finance.yahoo.com,https://finance.yahoo.com/news/stock-market-week-president-trumps-084500708.html
2026-01-26,2026-01-26T09:43:00.000000Z,18.72,Biotech/Pharma,27.239546,1.36,5,0,1,Biotech investor Cormorant secures $150M for another SPAC deal,"Amid a rebound in SPAC activity, the prolific “crossover” investor is aiming for its third blank-check merger since 2022 following deals with Moonlake Immun...","This story was originally published on BioPharma Dive. To receive daily news and insights, subscribe to our free daily BioPharma Dive newsletter.

Dive Brief:

...","business, general",corporate,"offering, acquisition, merger, deal, sec",finance.yahoo.com,https://finance.yahoo.com/news/biotech-investor-cormorant-secures-150m-094300215.html
2026-01-26,2026-01-26T13:40:06.000000Z,16.98,Earnings,29.806452,1.49,4,0,2,Pakistan's central bank keeps interest rate unchanged at 10.5%,"According to a statement issued by the State Bank of Pakistan (SBP), the Monetary Policy Committee (MPC) of the bank ""decided to keep the policy rate unchanged ...","Live Events



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You can now subscribe to our

(You can now subscribe to...","general, business",macro,"interest rate, eps, outlook, central bank",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/pakistans-central-bank-keeps-interest-rate-unchanged-at-10-5/articleshow/127554235.cms
2026-01-26,2026-01-26T17:31:21.000000Z,12.78,Corporate Event,27.845673,1.39,3,0,1,Amazon layoffs to begin tomorrow? Key sectors that could be impacted,"Amazon is set to initiate a second round of layoffs this week, aiming to reduce its corporate workforce by approximately 30,000 jobs, following last year's cuts...","E-commerce giant Amazon is planning a second round of layoffs this week, with a broader aim of trimming its corporate workforce by about 30,000, according to a ...","business, general",corporate,"jobs, layoffs, sec",livemint.com,https://www.livemint.com/companies/news/amazon-layoffs-to-begin-tomorrow-key-sectors-that-could-be-impacted-11769433251852.html
2026-01-26,2026-01-26T01:18:20.000000Z,11.88,Corporate Event,28.714615,1.44,3,0,0,Analysts Question STAAR Surgical Company (STAA)’s Post-Merger Standalone Valuation,TheFly reported on January 16 that Morgan Stanley resumed coverage of STAA with an Underweight rating and a $13 price target following the termination of its me...,"Artificial intelligence is the greatest investment opportunity of our lifetime. The time to invest in groundbreaking AI is now, and this stock is a steal!

AI i...",business,corporate,"merger, analyst, price target",insidermonkey.com,https://www.insidermonkey.com/blog/analysts-question-staar-surgical-company-staas-post-merger-standalone-valuation-1680990/
2026-01-26,2026-01-26T11:00:11.000000Z,9.8,Macro,28.06935,1.4,2,0,1,"Best CD rates today, January 26, 2026 (Lock in up to 4% APY)",Now may be your last chance to lock in today's high CD rates. Compare the best CD rates available today.,Today’s CD rates still hover well above the national average. The Federal Reserve reduced its target interest rate three times in 2025. This has a ripple effe...,"business, general",macro,"interest rate, fed",finance.yahoo.com,https://finance.yahoo.com/personal-finance/banking/article/best-cd-rates-today-monday-january-26-2026-110011271.html
2026-01-26,2026-01-26T12:32:00.000000Z,6.92,Technology,19.212627,0.96,1,0,2,10 cybersecurity trends to watch in 2026,"Discover the top 10 cybersecurity trends for 2026, from AI-powered attacks to quantum computing risks, and learn how CISOs are adapting to new challenges.","As cybersecurity leaders begin 2026, they face yet another year of escalations. The attack surfaces they defend are becoming bigger and more complex, while the ...",tech,tech,sec,searchsecurity.techtarget.com,https://www.techtarget.com/searchsecurity/feature/Cybersecurity-trends-to-watch
2026-01-26,2026-01-26T15:03:11.000000Z,6.9,Corporate Event,18.92252,0.95,1,0,2,Verndale Expands Digital Experience via Amp Acquisition,"Digital agency adds UX, product design and marketing capabilities through acquisition.","The Gist

Acquisition expands capabilities . Verndale adds product design, UX and digital marketing expertise.

. Verndale adds product design, UX and digital m...",tech,tech,acquisition,cmswire.com,https://www.cmswire.com/digital-experience/verndale-acquires-amps-product-experience-division/
2026-01-26,2026-01-26T11:00:00.000000Z,5.66,Biotech/Pharma,16.615763,0.83,1,0,1,Primary refractory disease in large B cell lymphoma: definition and outcomes from a secondary analysis of the LY.12 clinical trial,Primary refractory disease in large B cell lymphoma: definition and outcomes from a secondary analysis of the LY.12 clinical trial,"Name of saved search:

Search terms:

Would you like email updates of new search results?

Frequency: Monthly Weekly Daily

Which day? The first Sunday The firs...",health,health_pharma,sec,ncbi.nlm.nih.gov,https://pubmed.ncbi.nlm.nih.gov/41587423/
2026-01-26,2026-01-26T14:00:00.000000Z,5.36,Biotech/Pharma,23.581982,1.18,0,0,3,"The formula for biotech success in 2026: Confidence, resilience and funding","Survey of 260+ biotech leaders assesses the biotech climate, trends, opportunities and risks.",For biotech companies the past two years have been challenging. Biotech investments have not reached the record levels of 2020 and 2021 and an anticipated stock...,health,health_pharma,,biopharmadive.com,https://www.biopharmadive.com/spons/the-formula-for-biotech-success-in-2026-confidence-resilience-and-funding/810037/
2026-01-26,2026-01-26T00:30:00.000000Z,4.98,Technology,19.853775,0.99,1,0,0,India weighing Pax Silica entry despite sovereignty worries,"India is considering joining the US-led Pax Silica initiative to secure supply chains for semiconductors, AI infrastructure, critical minerals and advanced manu...","India is mulling over the invitation to join the US -led Pax Silica initiative for securing supply chains of semiconductors, artificial intelligence (AI) infras...","tech, business, general",tech,sec,economictimes.indiatimes.com,https://economictimes.indiatimes.com/tech/technology/india-weighing-pax-silica-entry-despite-sovereignty-worries/articleshow/127498656.cms
2026-01-26,2026-01-26T11:33:35.000000Z,4.44,Energy/Commodity,34.325645,1.72,0,0,1,"OPEC+ likely to maintain oil production pause for March as prices climb, sources say","By Ahmad Ghaddar and Olesya Astakhova LONDON/MOSCOW, Jan 26 (Reuters) - OPEC+ is expected to keep its pause on oil output increases for March at a meeting on Su...","By Ahmad Ghaddar and Olesya Astakhova

LONDON/MOSCOW, Jan 26 (Reuters) - OPEC+ is expected to keep its pause on oil output increases for March at a meeting on S...","business, general",energy_commodity,,finance.yahoo.com,https://finance.yahoo.com/news/opec-likely-maintain-oil-production-113335615.html
2026-01-27,2026-01-27T21:20:34.000000Z,27.42,Earnings,44.278564,2.21,7,2,0,PPG Industries misses earnings estimate as revenue tops forecasts (PPG:NYSE),PPG Q4 earnings missed estimates but revenue beat; organic sales rose 3% and 2026 EPS guidance updated.,"To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"miss, forecast, beat, revenue, eps, guidance, earnings",seekingalpha.com,https://seekingalpha.com/news/4543202-ppg-industries-misses-earnings-estimate-as-revenue-tops-forecasts
2026-01-27,2026-01-27T14:30:08.000000Z,24.42,Earnings,44.243484,2.21,5,2,3,Sysco sees FY26 profit at higher end of guidance (SYY:NYSE),Sysco (SYY) shares rise after Q2 EPS beat and FY26 profit guidance raised.,"To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"profit, beat, eps, guidance, raised",seekingalpha.com,https://seekingalpha.com/news/4542898-sysco-sees-fy26-profit-at-higher-end-of-guidance
2026-01-27,2026-01-27T12:38:32.000000Z,23.68,Earnings,46.76479,2.34,5,2,2,"Synchrony Financial stock dips after Q4 EPS, revenue misses; guidance underwhelms (SYF:NYSE)",Synchrony Financial (SYF) stock dips on weaker Q4 earnings and revenue plus soft 2026 EPS guidance.,"To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"miss, revenue, eps, guidance, earnings",seekingalpha.com,https://seekingalpha.com/news/4542800-synchrony-financial-stock-dips-after-q4-eps-revenue-misses-guidance-underwhelms
2026-01-27,2026-01-27T00:14:43.000000Z,22.24,Macro,42.471664,2.12,6,0,0,Federal Reserve to hold rates as political storm intensifies around Powell,"The Federal Reserve is expected to pause its interest-rate-cutting cycle this week, as a more stable jobs market eases divisions within the central bank. Offici...","Live Events

Bloomberg

Wall Street Shift

‘Unusual Times’



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You ...","business, general",macro,"interest rate, rate cut, jobs, fed, fomc, central bank",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/federal-reserve-to-hold-rates-as-political-storm-intensifies-around-powell/articleshow/127583519.cms
2026-01-27,2026-01-27T15:53:35.000000Z,20.42,Macro,34.25136,1.71,5,0,2,US Fed interest rate cut prediction: Experts predict benchmark lending rate,US Federal Reserve interest rate cut prediction: Lower rates stimulate the economy and jobs market while higher levels help dampen inflation -- which remains ab...,"(Catch all the US News, UK News, Canada News, International Breaking News Events, and Latest News Updates on The Economic Times.)

Download The Economic Times N...","general, business",macro,"interest rate, rate cut, jobs, inflation, fed",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/us/us-fed-interest-rate-cut-prediction-experts-predict-benchmark-lending-rate/articleshow/127636778.cms
2026-01-27,2026-01-27T16:30:00.000000Z,14.12,Macro,31.12328,1.56,3,0,2,Crucial inflation data to determine interest rate call,"An underlying inflation figure higher than the RBA's forecast could force it to hike rates, but there's a case for waiting to see how spending data plays out.","To hike or not to hike?

The Reserve Bank’s first interest rate decision of the year comes down to one figure in Wednesday’s Australian Bureau of Statistics...","general, politics, business",macro,"interest rate, forecast, inflation",michaelwest.com.au,https://michaelwest.com.au/crucial-inflation-data-to-determine-interest-rate-call/
2026-01-27,2026-01-27T13:58:15.000000Z,13.96,Corporate Event,29.5824,1.48,3,0,2,Amazon layoffs affected employees severance package explained as company plans major job cuts,"Amazon layoffs affected employees severance package details are drawing attention as Amazon plans to cut up to 16,000 roles. The explainer covers who is impacte...","Amazon layoffs affected employees severance package



Corporate teams face highest risk of layoffs



Live Events

Amazon workforce reduction reasons



Amazon...","general, business",corporate,"jobs, layoffs, restructuring",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/us/amazon-layoffs-affected-employees-severance-package-explained-as-company-plans-major-job-cuts/articleshow/127629548.cms
2026-01-27,2026-01-27T06:54:14.000000Z,12.52,Corporate Event,35.23786,1.76,3,0,0,Mountain Lake Acquisition Corp. II Prices Upsized $313.2 Mln IPO At $10/unit,"Mountain Lake Acquisition Corp. II Units (MLAAU), a special purpose acquisition company, on Tuesday announced that it has priced its upsized initial public offe...","Mountain Lake Acquisition Corp. II Units (MLAAU), a special purpose acquisition company, on Tuesday announced that it has priced its upsized initial public offe...",business,corporate,"offering, acquisition, ipo",rttnews.com,https://www.rttnews.com/story.aspx?Id=3613577
2026-01-27,2026-01-27T13:16:24.000000Z,9.34,Energy/Commodity,43.422787,2.17,1,0,2,Gold & Silver: Precious metals outlook for 2026 | Trending commodity picks | EP 82,"Explore the 2026 precious metals rally in EP 82 of Trending Commodity Picks, featuring insights from Arthi Ramalingam.","Video Credit: Businessline

The precious metals market is on a remarkable rally, with gold posting double‑digit gains and silver soaring nearly 30% since the ...","business, general",energy_commodity,outlook,thehindubusinessline.com,https://www.thehindubusinessline.com/multimedia/video/gold-amp-silver-precious-metals-outlook-for-2026-trending-commodity-picks-ep-82/article70556925.ece
2026-01-27,2026-01-27T14:00:49.000000Z,8.84,Technology,28.410755,1.42,1,0,3,Swimlane unleashes agentic AI fleet and agent builder for cybersecurity,Swimlane unleashes agentic AI fleet and agent builder for cybersecurity - SiliconANGLE,,tech,tech,sec,siliconangle.com,https://siliconangle.com/2026/01/27/swimlane-unleashes-agentic-ai-fleet-agent-builder-cybersecurity/
2026-01-27,2026-01-27T18:47:45.000000Z,8.76,Technology,27.680037,1.38,1,2,1,OT–IT Cybersecurity: Navigating The New Frontier Of Risk,Information technology (IT) and operational technology (OT) are no longer separate sectors that determine the cybersecurity landscape in 202,"business concept getty

Information technology (IT) and operational technology (OT) are no longer separate sectors that determine the cybersecurity landscape in...","tech, general, business",tech,sec,forbes.com,https://www.forbes.com/sites/chuckbrooks/2026/01/27/otit-cybersecurity-navigating-the-new-frontier-of-risk/
2026-01-27,2026-01-27T19:12:10.000000Z,7.18,Biotech/Pharma,31.739067,1.59,1,0,1,Budget pitch: Pharma Inc seeks tax breaks for research and development,"Union Budget 2026: Indian pharmaceutical and healthcare leaders are urging the government to prioritize enhanced R&D incentives, including tax credits and drug ...","Majority of CXOs seek enhanced tax incentives, faster approval and risk finance to drive innovation

Live Events



as a Reliable and Trusted News Source Addas ...",health,health_pharma,miss,economictimes.indiatimes.com,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/budget-pitch-pharma-inc-seeks-tax-breaks-for-research-and-development/articleshow/127648913.cms
2026-01-27,2026-01-27T19:34:14.000000Z,6.68,Biotech/Pharma,26.866684,1.34,1,0,1,Forecasting drug resistant HIV protease evolution,"Author summary The human immunodeficiency virus (HIV) rapidly evolves to evade medication, leading to drug resistance—a major global health challenge. Predict...",Abstract Protease inhibitors (PIs) target the protease (PR) enzyme to suppress viral replication. Their efficacy in human immunodeficiency virus treatment is co...,science,health_pharma,forecast,journals.plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013913
2026-01-27,2026-01-27T17:20:08.000000Z,6.44,Corporate Event,24.387175,1.22,1,0,1,WTW Completes Acquisition of Newfront,Expands WTW’s reach in U.S. middle market and accelerates execution of technology and specialty strategies through Newfront’s AI and automation technology a...,Expands WTW’s reach in U.S. middle market and accelerates execution of technology and specialty strategies through Newfront’s AI and automation technology a...,"business, general",corporate,acquisition,manilatimes.net,https://www.manilatimes.net/2026/01/28/tmt-newswire/globenewswire/wtw-completes-acquisition-of-newfront/2266373
2026-01-27,2026-01-27T07:00:43.000000Z,5.04,Technology,20.473644,1.02,1,0,0,When open science meets real-world cybersecurity,"CISO discusses research-driven cybersecurity challenges at Fermilab, from availability-first systems to securing legacy infrastructure.","Scientific research environments are built for openness and collaboration, often prioritizing long-term discovery over traditional enterprise security.

In this...",tech,tech,sec,helpnetsecurity.com,https://www.helpnetsecurity.com/2026/01/27/matthew-kwiatkowski-fermilab-research-cybersecurity-challenges/
2026-01-28,2026-01-28T13:08:15.000000Z,23.88,Earnings,48.81782,2.44,5,2,2,"ADP boosts guidance after Q2 earnings, revenue beat on strong Employer Services performance (ADP:NASDAQ)",ADP raises FY2026 guidance after Q2 earnings beat; revenue growth seen >6% and EPS up 9%-10% as margins widen.,"Automatic Data Processing (ADP) raised its FY2026 guidance on Wednesday after its fiscal Q2 earnings beat the average analyst estimate, helped by a widening pro...",business,earnings,"beat, revenue, eps, guidance, earnings",seekingalpha.com,https://seekingalpha.com/news/4543411-adp-boosts-guidance-after-q2-earnings-revenue-beat-on-strong-employer-services-performance
2026-01-28,2026-01-28T21:03:29.000000Z,20.82,Earnings,38.2994,1.91,5,2,0,"Meta GAAP EPS of $8.88 beats by $0.66, revenue of $59.89B beats by $1.42B (META:NASDAQ)","Meta (META) Q4 earnings: EPS and revenue beat, DAP and ad growth rise, plus Q1 2026 revenue guidance above consensus.","To ensure this doesn’t happen in the future, please enable Javascript and cookies in your browser.

If you have an ad-blocker enabled you may be blocked from ...",business,earnings,"beat, revenue, eps, guidance, earnings",seekingalpha.com,https://seekingalpha.com/news/4543775-meta-gaap-eps-of-8_88-beats-by-0_66-revenue-of-59_89b-beats-by-1_42b
2026-01-28,2026-01-28T02:06:33.000000Z,18.7,Macro,36.991016,1.85,5,0,0,US Fed set to pause rate cuts as it defies Trump pressure,Fed meeting outcome: The US central bank lowered rates in each of its last three policy meetings -- bringing them to a range between 3.50 percent and 3.75 perce...,"Live Events

'Less dissent'

Credibility issues



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You can now subscri...","general, business",macro,"interest rate, rate cut, lowered, fed, central bank",economictimes.indiatimes.com,https://economictimes.indiatimes.com/news/international/world-news/us-fed-set-to-pause-rate-cuts-as-it-defies-trump-pressure/articleshow/127668666.cms
2026-01-28,2026-01-28T13:37:49.000000Z,16.92,Macro,29.137882,1.46,4,0,2,"Amazon layoffs will hit 16,000 as AI accelerates tech job losses","“Jobs are going to be impacted by what’s happening with AI over time,” Amazon CEO Andy Jassy said before the layoffs were announced","Amazon is laying off 16,000 employees in its latest round of job cuts. An company email Tuesday, apparently sent in error, broke the news of “organizational c...","business, general",corporate,"ceo, jobs, loss, layoffs",finance.yahoo.com,https://finance.yahoo.com/news/amazon-layoffs-hit-16-000-133749968.html
2026-01-28,2026-01-28T20:51:57.000000Z,15.56,Macro,35.530956,1.78,4,0,0,The Fed holds steady as progress on inflation remains elusive,"The Federal Reserve pushed the pause button on its interest rate cuts Wednesday, leaving its key rate unchanged at about 3.6% after lowering it three times last...","The Federal Reserve pushed the pause button on its interest rate cuts Wednesday, leaving its key rate unchanged at about 3.6% after lowering it three times last...","general, business",macro,"interest rate, rate cut, inflation, fed",businessreport.com,https://www.businessreport.com/article/the-fed-holds-steady-as-progress-on-inflation-remains-elusive
2026-01-28,2026-01-28T20:33:07.000000Z,15.3,Macro,33.09195,1.65,4,0,0,"Committed to maintaining Fed independence, asserts Jerome Powell","Jerome Powell, the Federal Reserve Chair, has strongly defended the central bank's independence. He emphasized that political interference could damage the Fed'...","Live Events

No rate hike right now: Fed's Jerome Powell



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You can no...","business, general",macro,"interest rate, rate hike, fed, central bank",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/us-stocks/news/committed-to-maintaining-fed-independence-asserts-jerome-powell/articleshow/127731708.cms
2026-01-28,2026-01-28T12:49:32.000000Z,14.22,Macro,32.193924,1.61,3,0,2,"Amazon cuts about 16,000 corporate jobs in the latest round of layoffs","Amazon is cutting about 16,000 jobs in the latest round of tech industry layoffs. The reductions follow October's layoffs of 14,000 workers.","Amazon is slashing about 16,000 corporate jobs in the second round of mass layoffs for the ecommerce company in three months.

The tech giant has said it plans ...","general, business",corporate,"jobs, layoffs, sec",denverpost.com,https://www.denverpost.com/2026/01/28/amazon-second-round-mass-layoffs/
